titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;;;;;Caça estelar T-65B X-wing;10700;137;0;;;
;;;;;;;;Série de Antologias Star Wars;10705;96;4;;;
;;;;;;;;Soldado clone;10709;78;1;;;
;;;;;;;;Dathomir;10744;118;4;;;
;;;;;;;;Sith;10827;103;1;;;
;;;;;;;;Hutt;10837;145;3;;;
;;;;;;;;The Rise of Clovis;10857;67;1;;;
;;;;;;;;Jedi;10895;82;1;;;
;;;;;;;;Senado Imperial;10934;104;1;;;
;;;;;;;;R2-D2;10949;118;6;;;
;;;;;;;;Wings of the Master;10977;65;1;;;
;;;;;;;;Cargo of Doom;10985;87;1;;;
;;;;;;;;Tarkin (romance);11002;293;1;;;
;;;;;;;;Droide astromecânico série BB;11011;151;1;;;
;;;;;;;;2014;11029;209;1;;;
;;;;;;;;Rodiano;11030;138;3;;;
;;;;;;;;Corpo Stormtrooper;11045;138;2;;;
;;;;;;;;Império Galáctico;11073;79;1;;;
;;;;;;;;Março;11083;169;1;;;
;;;;;;;;Quinlan Vos;11104;128;6;;;
;;;;;;;;Batalha de Hoth;11145;119;1;;;
;;;;;;;;General Jedi;11178;107;2;;;
;;;;;;;;Fevereiro;11221;158;1;;;
;;;;;;;;Bodhi Rook;11225;82;4;;;
;;;;;;;;Star Wars Episode III: Revenge of the Sith (video game);11226;126;2;;;
;;;;;;;;Maul;11320;115;8;;;
;;;;;;;;Distrito Federal;11329;139;1;;;
;;;;;;;;The Forgotten Droid;11335;49;2;;;
;;;;;;;;The Mystery of Chopper Base;11343;46;2;;;
;;;;;;;;Hera Syndulla;11346;72;3;;;
;;;;;;;;Batalha de Crait;11376;90;1;;;
;;;;;;;;Ordem Jedi;11385;100;3;;;
;;;;;;;;The Lawless;11470;111;1;;;
;;;;;;;;Massacre;11472;145;1;;;
;;;;;;;;Snoke;11577;126;3;;;
;;;;;;;;Jedi Night;11615;75;2;;;
;;;;;;;;Ataque à frota da Resistência;11616;105;0;;;
;;;;;;;;Tantive IV;11638;127;4;;;
;;;;;;;;Sabre negro;11645;150;1;;;
;;;;;;;;Coruscant;11770;107;7;;;
;;;;;;;;Droide de batalha;11806;101;0;;;
;;;;;;;;Dezembro;11922;226;1;;;
;;;;;;;;Homecoming;12037;73;1;;;
;;;;;;;;Dengar;12084;131;4;;;
;;;;;;;;Legacy;12096;77;1;;;
;;;;;;;;0 ABY;12119;130;1;;;
;;;;;;;;Crisis at the Heart;12141;72;1;;;
;;;;;;;;Revenge;12192;176;1;;;
;;;;;;;;Raddus;12226;76;3;;;
;;;;;;;;An Old Friend;12275;76;1;;;
;;;;;;;;Bounty (episódio);12277;149;1;;;
;;;;;;;;Guerras Clônicas Capítulo 1;12299;195;1;;;
;;;;;;;;Star Wars: Jedi Knight: Jedi Academy;12313;149;3;;;
;;;;;;;;Lançadeira;12318;153;1;;;
;;;;;;;;Saesee Tiin;12357;150;3;;;
;;;;;;;;Destróier Estelar;12445;142;1;;;
;;;;;;;;Cargueiro leve YT-1300;12476;171;4;;;
;;;;;;;;A Test of Strength;12484;161;1;;;
;;;;;;;;Sabre de luz;12517;104;1;;;
;;;;;;;;Carnage of Krell;12552;65;1;;;
;;;;;;;;Hayden Christensen;12560;93;1;;;
;;;;;;;;Trespass;12574;142;1;;;
;;;;;;;;Star Wars: X-Wing Esquadrão Rebelde;12584;199;4;;;
;;;;;;;;C1-10P;12603;93;3;;;
;;;;;;;;Crédito;12656;146;1;;;
;;;;;;;;Marcas da Guerra;12753;330;1;;;
;;;;;;;;DUME;12768;83;2;;;
;;;;;;;;Territórios da Orla Exterior;12902;132;1;;;
;;;;;;;;Corveta CR90;12927;129;4;;;
;;;;;;;;Caçador de recompensas;12944;164;3;;;
;;;;;;;;Espaço Selvagem;12956;170;1;;;
;;;;;;;;Empire Day;12984;84;2;;;
;;;;;;;;Mace Windu;13027;114;6;;;
;;;;;;;;Defenders of Peace;13049;174;1;;;
;;;;;;;;Guerras Clônicas;13053;132;1;;;
;;;;;;;;Corpo de Caças Estelares da Aliança Rebelde;13082;182;1;;;
;;;;;;;;Legacy of the Force;13153;243;1;;;
;;;;;;;;Lista de eras publicadas;13156;217;2;;;
;;;;;;;;Star Wars: Jedi Knight: Dark Forces II;13163;156;4;;;
;;;;;;;;Quarren;13279;138;2;;;
;;;;;;;;Geonosis;13292;161;4;;;
;;;;;;;;Mestre Jedi;13345;114;1;;;
;;;;;;;;Brothers;13364;202;1;;;
;;;;;;;;Rise of the Old Masters;13417;67;1;;;
;;;;;;;;Batalha de Yavin;13691;124;1;;;
;;;;;;;;Shroud of Darkness;13699;64;2;;;
;;;;;;;;Out of Darkness;13762;51;1;;;
;;;;;;;;Wolves and a Door;13767;81;2;;;
;;;;;;;;Star Wars: Darth Vader (Panini);13799;218;0;;;
;;;;;;;;Stormtrooper;13824;175;1;;;
;;;;;;;;The Soft War;13837;178;1;;;
;;;;;;;;Série R;13838;174;2;;;
;;;;;;;;Filme Star Wars sem título (2020);13844;76;2;;;
;;;;;;;;Legado de Sangue;13859;120;2;;;
;;;;;;;;Aliança pela Restauração da República;13909;165;2;;;
;;;;;;;;Aurra Sing;13927;119;6;;;
;;;;;;;;501ª Legião;13948;191;2;;;
;;;;;;;;A World Between Worlds;13949;77;2;;;
;;;;;;;;Velha República;13966;82;1;;;
;;;;;;;;The Gathering;14142;158;1;;;
;;;;;;;;Star Wars (Panini);14160;257;2;;;
;;;;;;;;Eminence;14188;114;1;;;
;;;;;;;;Darth;14285;188;2;;;
;;;;;;;;Breaking Ranks;14391;66;1;;;
;;;;;;;;Um Novo Amanhecer;14397;249;2;;;
;;;;;;;;Kanan Jarrus;14498;149;4;;;
;;;;;;;;Friends and Enemies;14504;199;1;;;
;;;;;;;;The Box;14539;182;1;;;
;;;;;;;;Kindred;14577;83;2;;;
;;;;;;;;Star Wars Wiki em Português;14654;133;2;;;
;;;;;;;;Série BB;14669;152;2;;;
;;;;;;;;Star Wars: The Force Unleashed (video game);14742;151;3;;;
;;;;;;;;Herdeiro do Jedi;14764;193;2;;;
;;;;;;;;Trials of the Darksaber;14783;59;2;;;
;;;;;;;;Star Wars: Dawn of the Jedi;14828;246;1;;;
;;;;;;;;Resistência;14839;129;1;;;
;;;;;;;;Trooper da morte;14886;171;2;;;
;;;;;;;;Crawler Commandeers;14919;83;2;;;
;;;;;;;;Star Wars Galaxies;14936;307;4;;;
;;;;;;;;Star Wars Episódio IX: A Ascensão Skywalker;14946;67;1;;;
;;;;;;;;Droids in Distress;15012;94;1;;;
;;;;;;;;Anexo:Lista de jogos de Star Wars;15030;207;2;;;
;;;;;;;;Flight of the Defender;15050;59;2;;;
;;;;;;;;A Fool's Hope;15124;56;2;;;
;;;;;;;;Canhão Laser;15195;153;1;;;
;;;;;;;;Han Solo: Uma História Star Wars;15330;102;2;;;
;;;;;;;;Trench;15470;104;4;;;
;;;;;;;;LEGO Star Wars: The Complete Saga;15596;204;3;;;
;;;;;;;;Guerras Clônicas Capítulo 21;15694;142;1;;;
;;;;;;;;Guerra Civil Galáctica;15713;201;3;;;
;;;;;;;;The Gungan General;15728;212;1;;;
;;;;;;;;Front Runners;15867;189;1;;;
;;;;;;;;Wookiee;15881;143;1;;;
;;;;;;;;Deception;16024;231;1;;;
;;;;;;;;Exército Imperial;16037;207;1;;;
;;;;;;;;Hiperespaço;16069;172;2;;;
;;;;;;;;The Honorable Ones;16096;68;1;;;
;;;;;;;;The Clone Wars: Quinta Temporada;16100;155;1;;;
;;;;;;;;A War on Two Fronts;16107;219;1;;;
;;;;;;;;Espectros;16160;149;2;;;
;;;;;;;;Lothal;16191;107;1;;;
;;;;;;;;Legacy of Mandalore;16191;58;2;;;
;;;;;;;;Cargueiro;16198;216;1;;;
;;;;;;;;Lando Calrissian;16239;161;4;;;
;;;;;;;;To Catch a Jedi;16241;338;1;;;
;;;;;;;;Duel of the Droids;16271;226;1;;;
;;;;;;;;A Friend in Need;16272;210;1;;;
;;;;;;;;The Clone Wars: The Lost Missions;16306;98;2;;;
;;;;;;;;Duchess of Mandalore;16309;115;1;;;
;;;;;;;;Star Wars: The Force Unleashed;16330;216;1;;;
;;;;;;;;Hera's Heroes;16354;63;2;;;
;;;;;;;;The Antilles Extraction;16389;96;2;;;
;;;;;;;;Sombras do Império;16524;106;2;;;
;;;;;;;;Droide de protocolo série 3PO;16524;209;2;;;
;;;;;;;;Star Wars: Episode I Jedi Power Battles;16605;198;2;;;
;;;;;;;;A Princess on Lothal;16649;81;1;;;
;;;;;;;;Casa Real de Alderaan;16657;244;0;;;
;;;;;;;;Rising Malevolence;16670;266;1;;;
;;;;;;;;Blaster;16755;201;2;;;
;;;;;;;;Ezra Bridger;16921;155;6;;;
;;;;;;;;The Holocrons of Fate;16936;68;2;;;
;;;;;;;;Tipping Points;16997;205;1;;;
;;;;;;;;Veículos Repulsores;17093;180;0;;;
;;;;;;;;Shadow of Malevolence;17097;246;1;;;
;;;;;;;;Rey Skywalker;17111;123;6;;;
;;;;;;;;Innocents of Ryloth;17184;185;1;;;
;;;;;;;;Twi'lek;17189;200;3;;;
;;;;;;;;Bantha;17224;172;6;;;
;;;;;;;;Clonagem;17229;185;1;;;
;;;;;;;;Crisis on Naboo;17273;227;1;;;
;;;;;;;;Warhead;17342;77;2;;;
;;;;;;;;Blue Shadow Virus (episódio);17426;234;1;;;
;;;;;;;;The Wynkahthu Job;17531;65;2;;;
;;;;;;;;Star Wars Resistance;17613;120;2;;;
;;;;;;;;A rebelião;17684;212;1;;;
;;;;;;;;The Last Battle;17795;91;2;;;
;;;;;;;;Imperial Super Commandos;17806;70;2;;;
;;;;;;;;Bombad Jedi;17981;229;1;;;
;;;;;;;;Twin Suns;17985;84;2;;;
;;;;;;;;The Hidden Enemy;18115;214;1;;;
;;;;;;;;Destroy Malevolence;18186;241;1;;;
;;;;;;;;Cloak of Darkness;18213;252;1;;;
;;;;;;;;Jedi Crash;18220;210;1;;;
;;;;;;;;Star Wars Episódio VIII: Os Últimos Jedi;18257;164;1;;;
;;;;;;;;Hostage Crisis;18309;239;1;;;
;;;;;;;;Lair of Grievous;18312;251;1;;;
;;;;;;;;Sabotage;18312;372;1;;;
;;;;;;;;Path of the Jedi;18340;44;1;;;
;;;;;;;;Dooku Captured;18461;269;1;;;
;;;;;;;;The Wrong Jedi;18645;398;1;;;
;;;;;;;;Shadows of the Empire (video game);18777;186;2;;;
;;;;;;;;A Criança;18814;86;3;;;
;;;;;;;;Forças Armadas Imperiais;19037;245;1;;;
;;;;;;;;Rebel Assault;19070;102;2;;;
;;;;;;;;Mystery of a Thousand Moons;19074;243;1;;;
;;;;;;;;Iron Squadron;19325;87;2;;;
;;;;;;;;Ambush;19410;283;1;;;
;;;;;;;;Rogue One: Uma História Star Wars;19567;210;2;;;
;;;;;;;;Star Wars Rebels;19577;116;2;;;
;;;;;;;;Sacrifice;19597;325;1;;;
;;;;;;;;Bound for Rescue;19719;272;1;;;
;;;;;;;;Star Wars Rebels: Heroes of Mandalore;19815;102;2;;;
;;;;;;;;Linha do tempo de quadrinhos;19837;322;1;;;
;;;;;;;;Double Agent Droid;19871;62;2;;;
;;;;;;;;Rookies;19948;270;1;;;
;;;;;;;;Downfall of a Droid;19981;254;1;;;
;;;;;;;;Secret Weapons;20243;348;1;;;
;;;;;;;;Visions and Voices;20260;81;2;;;
;;;;;;;;Revival;20364;225;1;;;
;;;;;;;;Rose Tico;20505;132;4;;;
;;;;;;;;Storm Over Ryloth;20607;221;2;;;
;;;;;;;;Dooku: Jedi Lost;20633;577;1;;;
;;;;;;;;Secret Cargo;20858;112;2;;;
;;;;;;;;The Jedi Who Knew Too Much;20887;417;1;;;
;;;;;;;;"Master &amp; Apprentice";20945;529;1;;;
;;;;;;;;Roy Thomas;21039;2;2;;;
;;;;;;;;The Occupation;21130;102;2;;;
;;;;;;;;Star Wars Rebels: A Fagulha de Uma Rebelião;21169;145;2;;;
;;;;;;;;Star Wars Episode I: The Phantom Menace (video game);21267;336;2;;;
;;;;;;;;Herdeiro do Império;21295;312;1;;;
;;;;;;;;A Necessary Bond;21342;391;1;;;
;;;;;;;;Fate of the Jedi: Outcast;21467;385;1;;;
;;;;;;;;LEGO Star Wars II: The Original Trilogy;21862;279;3;;;
;;;;;;;;General;22211;293;1;;;
;;;;;;;;Twilight of the Apprentice;22301;64;2;;;
;;;;;;;;Gial Ackbar;22686;205;5;;;
;;;;;;;;An Inside Man;23057;100;2;;;
;;;;;;;;Star Wars Rebels: The Siege of Lothal;23105;116;2;;;
;;;;;;;;Through Imperial Eyes;23280;91;2;;;
;;;;;;;;CT-7567;23999;84;2;;;
;;;;;;;;Star Wars Episódio VII: O Despertar da Força;24322;293;1;;;
;;;;;;;;Ghosts of Geonosis;25034;68;2;;;
;;;;;;;;Liberty on Ryloth;25165;242;1;;;
;;;;;;;;Holograma;26412;307;1;;;
;;;;;;;;Finn;26521;202;4;;;
;;;;;;;;Trilogia Sequela;26950;160;2;;;
;;;;;;;;Star Wars Episódio V: O Império Contra-Ataca;26952;196;2;;;
;;;;;;;;Anexo:Lista de Jedi;27485;772;2;;;
;;;;;;;;Star Wars Legends;27611;182;1;;;
;;;;;;;;Confederação de Sistemas Independentes;27717;242;2;;;
;;;;;;;;Hondo Ohnaka;28058;194;3;;;
;;;;;;;;Christopher Lee;28704;293;1;;;
;;;;;;;;Rebelião inicial contra o Império Galáctico;28706;222;4;;;
;;;;;;;;Missão para libertar prisioneiros Wookiee;28792;208;2;;;
;;;;;;;;Star Wars Rebels: Steps Into Shadow;28978;147;3;;;
;;;;;;;;Alderaan;29026;307;2;;;
;;;;;;;;Regra de Dois;30407;262;1;;;
;;;;;;;;Star Wars: Battlefront II;30550;335;5;;;
;;;;;;;;Maz Kanata;30857;152;4;;;
;;;;;;;;Marinha Imperial;31370;303;1;;;
;;;;;;;;Family Reunion – and Farewell;31642;85;2;;;
;;;;;;;;Star Wars;32115;241;2;;;
;;;;;;;;Primeira Ordem;32419;218;3;;;
;;;;;;;;Espaçonave;32477;401;1;;;
;;;;;;;;Pistola blaster pesada do Han;32748;328;2;;;
;;;;;;;;Star Wars Episódio VI: O Retorno de Jedi;33183;379;2;;;
;;;;;;;;In the Name of the Rebellion;33994;129;2;;;
;;;;;;;;Batalha de Jakku;34935;286;1;;;
;;;;;;;;Star Wars Episódio IV: Uma Nova Esperança;35189;375;2;;;
;;;;;;;;Purgo Jedi;36684;392;3;;;
;;;;;;;;Padmé Amidala;36755;237;8;;;
;;;;;;;;Star Wars Episódio II: Ataque dos Clones;37645;657;2;;;
;;;;;;;;Humano;37958;453;0;;;
;;;;;;;;Poe Dameron;38182;337;5;;;
;;;;;;;;Leia Organa;39261;414;11;;;
;;;;;;;;Zero Hour;39647;154;2;;;
;;;;;;;;Batalha de Scarif;39825;270;2;;;
;;;;;;;;Star Wars Battlefront II;39964;236;1;;;
;;;;;;;;Jabba Desilijic Tiure;40980;317;6;;;
;;;;;;;;The Movie Trilogy Sourcebook;43028;902;1;;;
;;;;;;;;Kit Fisto;44045;295;2;;;
;;;;;;;;Armadura;46919;583;1;;;
;;;;;;;;Star Wars Episódio I: A Ameaça Fantasma;51425;799;2;;;
;;;;;;;;Plo Koon;54388;328;4;;;3043,2
;;;;;;;;Sabine Wren;61352;344;11;;;
;;;;;;;;Luke Skywalker;61486;426;5;;;
;;;;;;;;Star Wars Episódio III: A Vingança dos Sith;65718;876;2;;;
;;;;;;;;Star Wars: The Clone Wars (filme);69877;672;3;;;
;;;;;;;;Dookan;76549;412;7;;;
;;;;;;;;Estrela da Morte;79876;542;2;;;
;;;;;;;;Obi-Wan Kenobi;83359;471;0;;;
;;;;;;;;Yoda;90594;543;0;;;
;;;;;;;;Ben Solo;99885;483;7;;;
;;;;;;;;Han Solo;125456;708;10;;;
;;;;;;;;Star Wars: The Clone Wars (série de TV);134866;2298;2;;;
;;;;;;;;Ahsoka Tano;162411;621;7;760,8;;
;;;;;;;;Sheev Palpatine;183097;1209;8;;;
;;;;;;;;Anakin Skywalker;237627;1172;16;;;
